Data;ID sklepu;Miasto;Kategoria;SKU;Czas trwania (h);Szac. utrata sprzedaży (PLN);Powód
2024-02-23;PLN-109;Opole;Sucha żywność / kasze;Sok pomarańcz. 1L;3.25;245;Burst popytowy (event/pogoda)
2024-02-23;PLN-013;Warszawa;Słodycze i przekąski;Pomidory 1kg;3.25;52;Burst popytowy (event/pogoda)
2024-02-23;PLN-042;Wrocław;Chemia i higiena;Jajka L 10szt;1.17;131;Błąd kierownika sklepu
2024-02-24;PLN-131;Legnica;Warzywa i owoce;Truskawki 500g;3.25;16;Niedoszacowana prognoza popytu
2024-02-24;PLN-085;Gdańsk;Napoje bezalkoholowe;Jabłka 1kg;3.64;50;Opóźniona dostawa
2024-02-24;PLN-005;Warszawa;Chemia i higiena;Mleko UHT 3.2% 1L;1.3;60;Burst popytowy (event/pogoda)
2024-02-24;PLN-024;Warszawa;Mrożonki;Mleko UHT 3.2% 1L;4.16;272;Burst popytowy (event/pogoda)
2024-02-24;PLN-127;Tarnów;Piwo i alkohol;Sok pomarańcz. 1L;3.64;204;Niedoszacowana prognoza popytu
2024-02-24;PLN-111;Kalisz;Pieczywo;Kurczak filet 1kg;4.16;105;Niedoszacowana prognoza popytu
2024-02-26;PLN-079;Łódź;Napoje bezalkoholowe;Wieprzowina karkówka 1kg;5.8;206;Brak na centralnym magazynie
2024-02-26;PLN-099;Szczecin;Mrożonki;Masło 200g;6.8;797;Brak na centralnym magazynie
2024-02-26;PLN-054;Wrocław;Nabiał i jaja;Pieczywo razowe 400g;7.4;564;Niedoszacowana prognoza popytu
2024-02-26;PLN-015;Warszawa;Napoje bezalkoholowe;Polędwica wołowa;3.6;145;Opóźniona dostawa
2024-02-26;PLN-012;Warszawa;Mięso i wędliny;Bagietka;10.5;534;Błąd kierownika sklepu
2024-02-26;PLN-026;Kraków;Nabiał i jaja;Wieprzowina karkówka 1kg;4.8;44;Burst popytowy (event/pogoda)
2024-02-26;PLN-110;Opole;Karma i akcesoria zwierzęce;Pomidory 1kg;9.1;117;Burst popytowy (event/pogoda)
2024-02-27;PLN-111;Kalisz;Karma i akcesoria zwierzęce;Truskawki 500g;2.1;30;Niedoszacowana prognoza popytu
2024-02-27;PLN-013;Warszawa;Mrożonki;Pomidory 1kg;3.1;294;Burst popytowy (event/pogoda)
2024-02-27;PLN-064;Poznań;Pieczywo;Truskawki 500g;0.8;18;Opóźniona dostawa
2024-02-27;PLN-064;Poznań;Piwo i alkohol;Bagietka;3.1;135;Brak na centralnym magazynie
2024-02-27;PLN-101;Katowice;Piwo i alkohol;Mleko UHT 3.2% 1L;0.5;6;Opóźniona dostawa
2024-02-28;PLN-001;Warszawa;Warzywa i owoce;Polędwica wołowa;1.2;185;Awaria dostawcy
2024-02-28;PLN-045;Wrocław;Napoje bezalkoholowe;Kurczak filet 1kg;6.3;327;Opóźniona dostawa
2024-02-28;PLN-098;Szczecin;Mrożonki;Kurczak filet 1kg;0.9;98;Opóźniona dostawa
2024-02-28;PLN-134;Wałbrzych;Słodycze i przekąski;Twaróg 250g;3.3;5;Burst popytowy (event/pogoda)
2024-02-28;PLN-033;Kraków;Dziecko;Truskawki 500g;1.1;28;Niedoszacowana prognoza popytu
2024-02-28;PLN-089;Gdańsk;Nabiał i jaja;Kefir 400g;13.1;48;Niedoszacowana prognoza popytu
2024-02-28;PLN-055;Poznań;Mrożonki;Twaróg 250g;2.6;231;Opóźniona dostawa
2024-02-28;PLN-130;Nowy Sącz;Nabiał i jaja;Bagietka;3.6;46;Błąd kierownika sklepu
2024-02-29;PLN-052;Wrocław;Nabiał i jaja;Twaróg 250g;0.3;19;Opóźniona dostawa
2024-02-29;PLN-013;Warszawa;Sucha żywność / kasze;Polędwica wołowa;9.5;398;Niedoszacowana prognoza popytu
2024-02-29;PLN-029;Kraków;Warzywa i owoce;Łosoś świeży 200g;11.7;493;Opóźniona dostawa
2024-02-29;PLN-075;Łódź;Dziecko;Jabłka 1kg;4.1;204;Opóźniona dostawa
2024-02-29;PLN-063;Poznań;Mięso i wędliny;Kurczak filet 1kg;0.3;5;Opóźniona dostawa
2024-02-29;PLN-120;Konin;Napoje bezalkoholowe;Pieczywo razowe 400g;0.4;9;Burst popytowy (event/pogoda)
2024-02-29;PLN-128;Nowy Sącz;Warzywa i owoce;Kefir 400g;0.3;13;Opóźniona dostawa
2024-02-29;PLN-101;Katowice;Napoje bezalkoholowe;Bagietka;1.4;134;Niedoszacowana prognoza popytu
2024-03-01;PLN-075;Łódź;Pieczywo;Jabłka 1kg;6.11;715;Niedoszacowana prognoza popytu
2024-03-01;PLN-097;Szczecin;Pieczywo;Wieprzowina karkówka 1kg;8.71;234;Opóźniona dostawa
2024-03-01;PLN-120;Konin;Słodycze i przekąski;Sok pomarańcz. 1L;5.720000000000001;173;Niedoszacowana prognoza popytu
2024-03-01;PLN-123;Leszno;Ryby i mrożonki;Bagietka;4.03;26;Opóźniona dostawa
2024-03-01;PLN-137;Jelenia Góra;Chemia i higiena;Banany 1kg;2.34;154;Niedoszacowana prognoza popytu
2024-03-01;PLN-048;Wrocław;Napoje bezalkoholowe;Truskawki 500g;0.39;52;Burst popytowy (event/pogoda)
2024-03-02;PLN-107;Częstochowa;Pieczywo;Sok pomarańcz. 1L;0.65;24;Niedoszacowana prognoza popytu
2024-03-02;PLN-105;Toruń;Sucha żywność / kasze;Polędwica wołowa;0.52;10;Opóźniona dostawa
2024-03-02;PLN-039;Kraków;Non-food / dom;Łosoś świeży 200g;2.73;65;Burst popytowy (event/pogoda)
2024-03-02;PLN-007;Warszawa;Napoje bezalkoholowe;Masło 200g;0.65;74;Opóźniona dostawa
2024-03-04;PLN-119;Gniezno;Napoje bezalkoholowe;Mleko UHT 3.2% 1L;1.2;14;Opóźniona dostawa
2024-03-04;PLN-097;Szczecin;Sucha żywność / kasze;Banany 1kg;4.2;153;Niedoszacowana prognoza popytu
2024-03-04;PLN-062;Poznań;Mięso i wędliny;Sok pomarańcz. 1L;5.5;1155;Opóźniona dostawa
2024-03-04;PLN-107;Częstochowa;Sucha żywność / kasze;Sok pomarańcz. 1L;1.9;4;Burst popytowy (event/pogoda)
2024-03-04;PLN-080;Łódź;Napoje bezalkoholowe;Polędwica wołowa;2.7;128;Awaria dostawcy
2024-03-04;PLN-052;Wrocław;Mięso i wędliny;Mleko UHT 3.2% 1L;1.4;6;Burst popytowy (event/pogoda)
2024-03-05;PLN-094;Bydgoszcz;Chemia i higiena;Polędwica wołowa;7.7;193;Opóźniona dostawa
2024-03-05;PLN-004;Warszawa;Warzywa i owoce;Jajka L 10szt;0.8;46;Awaria dostawcy
2024-03-05;PLN-004;Warszawa;Chemia i higiena;Pomidory 1kg;5.5;144;Brak na centralnym magazynie
2024-03-05;PLN-033;Kraków;Słodycze i przekąski;Pieczywo razowe 400g;15.9;508;Burst popytowy (event/pogoda)
2024-03-05;PLN-077;Łódź;Mięso i wędliny;Mleko UHT 3.2% 1L;6.0;0;Niedoszacowana prognoza popytu
2024-03-05;PLN-085;Gdańsk;Warzywa i owoce;Twaróg 250g;4.4;37;Niedoszacowana prognoza popytu
2024-03-05;PLN-130;Nowy Sącz;Słodycze i przekąski;Masło 200g;0.3;21;Błąd kierownika sklepu
2024-03-05;PLN-091;Lublin;Nabiał i jaja;Bagietka;1.5;93;Opóźniona dostawa
2024-03-05;PLN-035;Kraków;Słodycze i przekąski;Wieprzowina karkówka 1kg;0.4;5;Burst popytowy (event/pogoda)
2024-03-06;PLN-083;Łódź;Non-food / dom;Masło 200g;2.3;304;Niedoszacowana prognoza popytu
2024-03-06;PLN-077;Łódź;Napoje bezalkoholowe;Mleko UHT 3.2% 1L;0.6;52;Niedoszacowana prognoza popytu
2024-03-06;PLN-133;Legnica;Chemia i higiena;Pomidory 1kg;1.7;202;Opóźniona dostawa
2024-03-06;PLN-106;Częstochowa;Chemia i higiena;Truskawki 500g;0.4;3;Brak na centralnym magazynie
2024-03-07;PLN-027;Kraków;Mięso i wędliny;Jabłka 1kg;1.9;146;Burst popytowy (event/pogoda)
2024-03-07;PLN-106;Częstochowa;Non-food / dom;Truskawki 500g;0.4;30;Brak na centralnym magazynie
2024-03-07;PLN-033;Kraków;Pieczywo;Kefir 400g;3.4;166;Burst popytowy (event/pogoda)
2024-03-07;PLN-004;Warszawa;Mięso i wędliny;Pomidory 1kg;3.2;78;Niedoszacowana prognoza popytu
2024-03-07;PLN-046;Wrocław;Piwo i alkohol;Truskawki 500g;0.9;34;Opóźniona dostawa
2024-03-08;PLN-107;Częstochowa;Mięso i wędliny;Kefir 400g;4.680000000000001;22;Burst popytowy (event/pogoda)
2024-03-09;PLN-073;Łódź;Warzywa i owoce;Jajka L 10szt;0.65;19;Awaria dostawcy
2024-03-09;PLN-034;Kraków;Chemia i higiena;Bagietka;0.65;91;Awaria dostawcy
2024-03-09;PLN-062;Poznań;Karma i akcesoria zwierzęce;Truskawki 500g;1.43;20;Opóźniona dostawa
2024-03-09;PLN-001;Warszawa;Non-food / dom;Pomidory 1kg;4.55;248;Opóźniona dostawa
2024-03-09;PLN-029;Kraków;Nabiał i jaja;Truskawki 500g;15.47;1031;Opóźniona dostawa
2024-03-11;PLN-109;Opole;Słodycze i przekąski;Sok pomarańcz. 1L;1.1;180;Opóźniona dostawa
2024-03-11;PLN-085;Gdańsk;Mięso i wędliny;Jajka L 10szt;1.1;83;Awaria dostawcy
2024-03-11;PLN-109;Opole;Piwo i alkohol;Banany 1kg;1.8;27;Burst popytowy (event/pogoda)
2024-03-11;PLN-075;Łódź;Pieczywo;Masło 200g;1.6;161;Niedoszacowana prognoza popytu
2024-03-11;PLN-070;Poznań;Mięso i wędliny;Sok pomarańcz. 1L;3.9;97;Niedoszacowana prognoza popytu
2024-03-11;PLN-069;Poznań;Nabiał i jaja;Pieczywo razowe 400g;0.7;39;Burst popytowy (event/pogoda)
2024-03-12;PLN-067;Poznań;Pieczywo;Kefir 400g;5.2;178;Awaria dostawcy
2024-03-12;PLN-064;Poznań;Karma i akcesoria zwierzęce;Jabłka 1kg;1.5;193;Opóźniona dostawa
2024-03-12;PLN-042;Wrocław;Mięso i wędliny;Polędwica wołowa;1.2;25;Burst popytowy (event/pogoda)
2024-03-12;PLN-083;Łódź;Mięso i wędliny;Pieczywo razowe 400g;1.4;26;Opóźniona dostawa
2024-03-13;PLN-119;Gniezno;Ryby i mrożonki;Sok pomarańcz. 1L;2.6;93;Niedoszacowana prognoza popytu
2024-03-13;PLN-097;Szczecin;Napoje bezalkoholowe;Wieprzowina karkówka 1kg;3.1;87;Niedoszacowana prognoza popytu
2024-03-13;PLN-026;Kraków;Mięso i wędliny;Kefir 400g;1.7;89;Burst popytowy (event/pogoda)
2024-03-13;PLN-128;Nowy Sącz;Nabiał i jaja;Jajka L 10szt;1.9;60;Opóźniona dostawa
2024-03-13;PLN-124;Leszno;Warzywa i owoce;Sok pomarańcz. 1L;3.5;165;Opóźniona dostawa
2024-03-13;PLN-104;Toruń;Chemia i higiena;Banany 1kg;0.7;26;Burst popytowy (event/pogoda)
2024-03-13;PLN-065;Poznań;Dziecko;Sok pomarańcz. 1L;1.5;9;Opóźniona dostawa
2024-03-13;PLN-001;Warszawa;Piwo i alkohol;Jajka L 10szt;2.6;101;Opóźniona dostawa
2024-03-14;PLN-132;Legnica;Non-food / dom;Truskawki 500g;1.6;244;Burst popytowy (event/pogoda)
2024-03-14;PLN-013;Warszawa;Chemia i higiena;Polędwica wołowa;11.1;1065;Opóźniona dostawa
2024-03-14;PLN-011;Warszawa;Mięso i wędliny;Bagietka;9.8;37;Opóźniona dostawa
2024-03-15;PLN-097;Szczecin;Słodycze i przekąski;Kurczak filet 1kg;1.04;65;Burst popytowy (event/pogoda)
2024-03-15;PLN-138;Radom;Nabiał i jaja;Jajka L 10szt;4.81;572;Niedoszacowana prognoza popytu
2024-03-15;PLN-078;Łódź;Mrożonki;Banany 1kg;1.95;67;Opóźniona dostawa
2024-03-16;PLN-002;Warszawa;Lody i desery;Twaróg 250g;4.81;141;Niedoszacowana prognoza popytu
2024-03-16;PLN-112;Kalisz;Piwo i alkohol;Kefir 400g;5.720000000000001;400;Niedoszacowana prognoza popytu
2024-03-16;PLN-053;Wrocław;Piwo i alkohol;Jabłka 1kg;2.99;18;Awaria dostawcy
2024-03-16;PLN-115;Płock;Mrożonki;Wieprzowina karkówka 1kg;0.65;34;Niedoszacowana prognoza popytu
2024-03-16;PLN-090;Lublin;Chemia i higiena;Jajka L 10szt;2.21;135;Błąd kierownika sklepu
2024-03-18;PLN-096;Bydgoszcz;Chemia i higiena;Kurczak filet 1kg;4.1;41;Błąd kierownika sklepu
2024-03-18;PLN-014;Warszawa;Mrożonki;Sok pomarańcz. 1L;0.3;26;Niedoszacowana prognoza popytu
2024-03-18;PLN-029;Kraków;Napoje bezalkoholowe;Pomidory 1kg;3.8;185;Niedoszacowana prognoza popytu
2024-03-18;PLN-103;Toruń;Napoje bezalkoholowe;Jabłka 1kg;3.7;58;Niedoszacowana prognoza popytu
2024-03-18;PLN-069;Poznań;Napoje bezalkoholowe;Polędwica wołowa;9.4;346;Awaria dostawcy
2024-03-18;PLN-054;Wrocław;Pieczywo;Kefir 400g;1.9;28;Niedoszacowana prognoza popytu
2024-03-18;PLN-087;Gdańsk;Mięso i wędliny;Łosoś świeży 200g;0.8;66;Niedoszacowana prognoza popytu
2024-03-18;PLN-009;Warszawa;Mrożonki;Mleko UHT 3.2% 1L;4.9;372;Niedoszacowana prognoza popytu
2024-03-19;PLN-085;Gdańsk;Mięso i wędliny;Truskawki 500g;0.3;8;Niedoszacowana prognoza popytu
2024-03-19;PLN-062;Poznań;Słodycze i przekąski;Twaróg 250g;1.8;21;Burst popytowy (event/pogoda)
2024-03-19;PLN-050;Wrocław;Karma i akcesoria zwierzęce;Masło 200g;5.1;28;Opóźniona dostawa
2024-03-19;PLN-002;Warszawa;Karma i akcesoria zwierzęce;Wieprzowina karkówka 1kg;0.3;2;Opóźniona dostawa
2024-03-20;PLN-126;Tarnów;Piwo i alkohol;Kurczak filet 1kg;5.5;250;Opóźniona dostawa
2024-03-20;PLN-107;Częstochowa;Piwo i alkohol;Kurczak filet 1kg;1.4;79;Brak na centralnym magazynie
2024-03-20;PLN-026;Kraków;Słodycze i przekąski;Banany 1kg;0.4;13;Opóźniona dostawa
2024-03-20;PLN-124;Leszno;Sucha żywność / kasze;Wieprzowina karkówka 1kg;3.1;4;Błąd kierownika sklepu
2024-03-20;PLN-053;Wrocław;Ryby i mrożonki;Sok pomarańcz. 1L;0.3;30;Opóźniona dostawa
2024-03-20;PLN-042;Wrocław;Chemia i higiena;Pomidory 1kg;8.9;706;Awaria dostawcy
2024-03-20;PLN-005;Warszawa;Warzywa i owoce;Twaróg 250g;0.7;26;Burst popytowy (event/pogoda)
2024-03-21;PLN-051;Wrocław;Napoje bezalkoholowe;Twaróg 250g;0.3;3;Burst popytowy (event/pogoda)
2024-03-21;PLN-094;Bydgoszcz;Chemia i higiena;Truskawki 500g;2.4;101;Awaria dostawcy
2024-03-21;PLN-054;Wrocław;Napoje bezalkoholowe;Truskawki 500g;1.2;247;Awaria dostawcy
2024-03-22;PLN-077;Łódź;Non-food / dom;Wieprzowina karkówka 1kg;9.49;561;Opóźniona dostawa
2024-03-22;PLN-070;Poznań;Sucha żywność / kasze;Bagietka;3.9;259;Burst popytowy (event/pogoda)
2024-03-22;PLN-124;Leszno;Non-food / dom;Bagietka;6.63;731;Opóźniona dostawa
2024-03-22;PLN-091;Lublin;Napoje bezalkoholowe;Jabłka 1kg;2.86;2;Awaria dostawcy
2024-03-22;PLN-102;Katowice;Nabiał i jaja;Pomidory 1kg;4.29;39;Burst popytowy (event/pogoda)
2024-03-23;PLN-127;Tarnów;Sucha żywność / kasze;Kurczak filet 1kg;0.65;20;Błąd kierownika sklepu
2024-03-23;PLN-052;Wrocław;Mięso i wędliny;Mleko UHT 3.2% 1L;1.04;14;Opóźniona dostawa
2024-03-23;PLN-114;Kalisz;Piwo i alkohol;Mleko UHT 3.2% 1L;3.38;144;Niedoszacowana prognoza popytu
2024-03-24;PLN-127;Tarnów;Nabiał i jaja;Polędwica wołowa;17.7;1106;Awaria dostawcy
2024-03-24;PLN-018;Warszawa;Nabiał i jaja;Polędwica wołowa;0.3;46;Burst popytowy (event/pogoda)
2024-03-24;PLN-133;Legnica;Pieczywo;Wieprzowina karkówka 1kg;3.5;353;Burst popytowy (event/pogoda)
2024-03-24;PLN-100;Katowice;Karma i akcesoria zwierzęce;Kefir 400g;1.9;0;Opóźniona dostawa
2024-03-24;PLN-100;Katowice;Sucha żywność / kasze;Jajka L 10szt;4.4;239;Niedoszacowana prognoza popytu
2024-03-24;PLN-124;Leszno;Pieczywo;Mleko UHT 3.2% 1L;12.4;2999;Opóźniona dostawa
2024-03-24;PLN-037;Kraków;Mięso i wędliny;Sok pomarańcz. 1L;1.2;31;Niedoszacowana prognoza popytu
2024-03-24;PLN-015;Warszawa;Mrożonki;Jabłka 1kg;1.3;100;Burst popytowy (event/pogoda)
2024-03-24;PLN-136;Jelenia Góra;Piwo i alkohol;Banany 1kg;6.9;634;Niedoszacowana prognoza popytu
2024-03-25;PLN-040;Kraków;Słodycze i przekąski;Kurczak filet 1kg;1.7;126;Niedoszacowana prognoza popytu
2024-03-25;PLN-077;Łódź;Warzywa i owoce;Twaróg 250g;2.3;69;Brak na centralnym magazynie
2024-03-25;PLN-086;Gdańsk;Napoje bezalkoholowe;Pomidory 1kg;1.7;21;Awaria dostawcy
2024-03-25;PLN-107;Częstochowa;Sucha żywność / kasze;Wieprzowina karkówka 1kg;1.6;99;Niedoszacowana prognoza popytu
2024-03-25;PLN-126;Tarnów;Ryby i mrożonki;Mleko UHT 3.2% 1L;2.3;57;Brak na centralnym magazynie
2024-03-25;PLN-059;Poznań;Ryby i mrożonki;Jabłka 1kg;2.4;21;Opóźniona dostawa
2024-03-25;PLN-057;Poznań;Chemia i higiena;Łosoś świeży 200g;0.3;13;Niedoszacowana prognoza popytu
2024-03-25;PLN-064;Poznań;Słodycze i przekąski;Truskawki 500g;0.3;9;Burst popytowy (event/pogoda)
2024-03-26;PLN-094;Bydgoszcz;Mięso i wędliny;Mleko UHT 3.2% 1L;7.3;734;Brak na centralnym magazynie
2024-03-26;PLN-115;Płock;Słodycze i przekąski;Pomidory 1kg;2.9;116;Niedoszacowana prognoza popytu
2024-03-26;PLN-042;Wrocław;Mięso i wędliny;Polędwica wołowa;1.0;14;Niedoszacowana prognoza popytu
2024-03-26;PLN-022;Warszawa;Nabiał i jaja;Kefir 400g;2.4;176;Niedoszacowana prognoza popytu
2024-03-27;PLN-075;Łódź;Mięso i wędliny;Jajka L 10szt;4.8;208;Niedoszacowana prognoza popytu
2024-03-27;PLN-026;Kraków;Mrożonki;Masło 200g;3.9;277;Burst popytowy (event/pogoda)
2024-03-27;PLN-125;Tarnów;Nabiał i jaja;Pieczywo razowe 400g;3.0;128;Burst popytowy (event/pogoda)
2024-03-27;PLN-070;Poznań;Nabiał i jaja;Polędwica wołowa;0.4;17;Opóźniona dostawa
2024-03-27;PLN-106;Częstochowa;Mrożonki;Wieprzowina karkówka 1kg;2.7;63;Burst popytowy (event/pogoda)
2024-03-27;PLN-013;Warszawa;Warzywa i owoce;Masło 200g;0.3;7;Opóźniona dostawa
2024-03-27;PLN-069;Poznań;Mięso i wędliny;Jabłka 1kg;3.0;78;Opóźniona dostawa
2024-03-28;PLN-123;Leszno;Pieczywo;Twaróg 250g;2.3;130;Opóźniona dostawa
2024-03-28;PLN-112;Kalisz;Lody i desery;Truskawki 500g;3.2;469;Opóźniona dostawa
2024-03-28;PLN-107;Częstochowa;Napoje bezalkoholowe;Kefir 400g;1.5;9;Burst popytowy (event/pogoda)
2024-03-28;PLN-085;Gdańsk;Warzywa i owoce;Pieczywo razowe 400g;4.1;97;Niedoszacowana prognoza popytu
2024-03-28;PLN-119;Gniezno;Dziecko;Bagietka;1.0;13;Opóźniona dostawa
2024-03-28;PLN-137;Jelenia Góra;Chemia i higiena;Polędwica wołowa;0.9;13;Opóźniona dostawa
2024-03-29;PLN-037;Kraków;Mięso i wędliny;Bagietka;2.73;92;Opóźniona dostawa
2024-03-29;PLN-110;Opole;Słodycze i przekąski;Masło 200g;2.47;395;Opóźniona dostawa
2024-03-29;PLN-136;Jelenia Góra;Piwo i alkohol;Masło 200g;1.56;146;Burst popytowy (event/pogoda)
2024-03-29;PLN-104;Toruń;Ryby i mrożonki;Truskawki 500g;4.29;188;Niedoszacowana prognoza popytu
2024-03-29;PLN-060;Poznań;Mięso i wędliny;Pomidory 1kg;9.360000000000001;71;Burst popytowy (event/pogoda)
2024-03-29;PLN-133;Legnica;Piwo i alkohol;Masło 200g;2.73;85;Burst popytowy (event/pogoda)
2024-03-29;PLN-112;Kalisz;Chemia i higiena;Banany 1kg;1.17;79;Burst popytowy (event/pogoda)
2024-03-29;PLN-093;Lublin;Chemia i higiena;Jajka L 10szt;2.34;197;Burst popytowy (event/pogoda)
2024-03-29;PLN-107;Częstochowa;Chemia i higiena;Banany 1kg;2.86;23;Błąd kierownika sklepu
2024-03-30;PLN-040;Kraków;Nabiał i jaja;Kefir 400g;3.25;174;Opóźniona dostawa
2024-03-30;PLN-066;Poznań;Piwo i alkohol;Łosoś świeży 200g;7.670000000000001;781;Opóźniona dostawa
2024-03-30;PLN-006;Warszawa;Słodycze i przekąski;Łosoś świeży 200g;17.55;636;Niedoszacowana prognoza popytu
2024-03-30;PLN-116;Płock;Non-food / dom;Banany 1kg;1.95;39;Błąd kierownika sklepu
2024-03-30;PLN-052;Wrocław;Sucha żywność / kasze;Jajka L 10szt;0.39;17;Brak na centralnym magazynie
2024-03-30;PLN-096;Bydgoszcz;Non-food / dom;Truskawki 500g;0.65;120;Błąd kierownika sklepu
2024-03-30;PLN-091;Lublin;Sucha żywność / kasze;Łosoś świeży 200g;1.56;1;Burst popytowy (event/pogoda)
2024-03-30;PLN-021;Warszawa;Piwo i alkohol;Banany 1kg;2.34;48;Opóźniona dostawa
2024-03-30;PLN-078;Łódź;Napoje bezalkoholowe;Twaróg 250g;1.04;0;Niedoszacowana prognoza popytu
2024-03-30;PLN-121;Konin;Karma i akcesoria zwierzęce;Kefir 400g;2.34;16;Niedoszacowana prognoza popytu
2024-03-30;PLN-138;Radom;Dziecko;Wieprzowina karkówka 1kg;6.5;310;Opóźniona dostawa
2024-03-30;PLN-005;Warszawa;Nabiał i jaja;Kefir 400g;2.08;26;Burst popytowy (event/pogoda)
2024-03-30;PLN-028;Kraków;Słodycze i przekąski;Banany 1kg;0.39;7;Opóźniona dostawa
2024-04-02;PLN-019;Warszawa;Mięso i wędliny;Jajka L 10szt;1.1;20;Niedoszacowana prognoza popytu
2024-04-02;PLN-038;Kraków;Chemia i higiena;Wieprzowina karkówka 1kg;1.3;145;Niedoszacowana prognoza popytu
2024-04-02;PLN-079;Łódź;Mięso i wędliny;Łosoś świeży 200g;0.3;24;Niedoszacowana prognoza popytu
2024-04-02;PLN-040;Kraków;Chemia i higiena;Wieprzowina karkówka 1kg;10.2;2831;Niedoszacowana prognoza popytu
2024-04-02;PLN-129;Nowy Sącz;Nabiał i jaja;Łosoś świeży 200g;1.7;63;Niedoszacowana prognoza popytu
2024-04-02;PLN-069;Poznań;Nabiał i jaja;Kefir 400g;8.1;185;Brak na centralnym magazynie
2024-04-02;PLN-106;Częstochowa;Pieczywo;Mleko UHT 3.2% 1L;3.3;179;Opóźniona dostawa
2024-04-02;PLN-064;Poznań;Warzywa i owoce;Kefir 400g;6.8;417;Awaria dostawcy
2024-04-03;PLN-013;Warszawa;Pieczywo;Jabłka 1kg;2.1;17;Burst popytowy (event/pogoda)
2024-04-03;PLN-072;Poznań;Piwo i alkohol;Truskawki 500g;2.3;16;Niedoszacowana prognoza popytu
2024-04-03;PLN-007;Warszawa;Ryby i mrożonki;Pomidory 1kg;0.7;41;Brak na centralnym magazynie
2024-04-03;PLN-122;Leszno;Napoje bezalkoholowe;Sok pomarańcz. 1L;9.4;113;Niedoszacowana prognoza popytu
2024-04-03;PLN-027;Kraków;Warzywa i owoce;Mleko UHT 3.2% 1L;8.3;589;Brak na centralnym magazynie
2024-04-03;PLN-025;Kraków;Nabiał i jaja;Jabłka 1kg;0.9;16;Niedoszacowana prognoza popytu
2024-04-03;PLN-071;Poznań;Non-food / dom;Polędwica wołowa;1.6;39;Burst popytowy (event/pogoda)
2024-04-04;PLN-115;Płock;Dziecko;Kurczak filet 1kg;5.7;199;Błąd kierownika sklepu
2024-04-04;PLN-132;Legnica;Mrożonki;Masło 200g;9.0;160;Niedoszacowana prognoza popytu
2024-04-04;PLN-088;Gdańsk;Ryby i mrożonki;Masło 200g;1.5;92;Opóźniona dostawa
2024-04-04;PLN-054;Wrocław;Nabiał i jaja;Pieczywo razowe 400g;11.1;614;Opóźniona dostawa
2024-04-04;PLN-078;Łódź;Piwo i alkohol;Banany 1kg;2.6;36;Niedoszacowana prognoza popytu
2024-04-05;PLN-035;Kraków;Nabiał i jaja;Jabłka 1kg;3.12;4;Opóźniona dostawa
2024-04-05;PLN-017;Warszawa;Słodycze i przekąski;Pomidory 1kg;4.55;20;Niedoszacowana prognoza popytu
2024-04-05;PLN-137;Jelenia Góra;Sucha żywność / kasze;Łosoś świeży 200g;1.82;192;Niedoszacowana prognoza popytu
2024-04-06;PLN-107;Częstochowa;Chemia i higiena;Kurczak filet 1kg;2.99;240;Awaria dostawcy
2024-04-06;PLN-090;Lublin;Nabiał i jaja;Kefir 400g;10.66;110;Opóźniona dostawa
2024-04-06;PLN-077;Łódź;Sucha żywność / kasze;Jajka L 10szt;14.95;14;Niedoszacowana prognoza popytu
2024-04-06;PLN-028;Kraków;Piwo i alkohol;Kefir 400g;4.29;862;Niedoszacowana prognoza popytu
2024-04-06;PLN-057;Poznań;Warzywa i owoce;Pomidory 1kg;2.86;27;Niedoszacowana prognoza popytu
2024-04-06;PLN-094;Bydgoszcz;Nabiał i jaja;Sok pomarańcz. 1L;12.61;265;Burst popytowy (event/pogoda)
2024-04-06;PLN-136;Jelenia Góra;Mięso i wędliny;Kefir 400g;0.78;15;Opóźniona dostawa
2024-04-06;PLN-076;Łódź;Piwo i alkohol;Łosoś świeży 200g;4.29;443;Burst popytowy (event/pogoda)
2024-04-08;PLN-046;Wrocław;Mięso i wędliny;Jabłka 1kg;0.4;56;Opóźniona dostawa
2024-04-08;PLN-010;Warszawa;Słodycze i przekąski;Wieprzowina karkówka 1kg;4.6;124;Błąd kierownika sklepu
2024-04-08;PLN-029;Kraków;Karma i akcesoria zwierzęce;Kefir 400g;3.7;273;Niedoszacowana prognoza popytu
2024-04-08;PLN-102;Katowice;Słodycze i przekąski;Mleko UHT 3.2% 1L;4.4;380;Opóźniona dostawa
2024-04-08;PLN-119;Gniezno;Lody i desery;Twaróg 250g;0.3;37;Opóźniona dostawa
2024-04-08;PLN-131;Legnica;Mięso i wędliny;Mleko UHT 3.2% 1L;1.3;29;Niedoszacowana prognoza popytu
2024-04-09;PLN-130;Nowy Sącz;Dziecko;Masło 200g;1.9;44;Niedoszacowana prognoza popytu
2024-04-09;PLN-093;Lublin;Napoje bezalkoholowe;Wieprzowina karkówka 1kg;4.5;70;Opóźniona dostawa
2024-04-09;PLN-025;Kraków;Sucha żywność / kasze;Jajka L 10szt;1.7;16;Opóźniona dostawa
2024-04-09;PLN-128;Nowy Sącz;Warzywa i owoce;Mleko UHT 3.2% 1L;7.3;65;Niedoszacowana prognoza popytu
2024-04-10;PLN-126;Tarnów;Sucha żywność / kasze;Kefir 400g;5.9;817;Opóźniona dostawa
2024-04-10;PLN-024;Warszawa;Pieczywo;Polędwica wołowa;4.6;248;Niedoszacowana prognoza popytu
