Tydzień;Data początku tygodnia;SKU;Grupa;Cena PLON (PLN);Cena Biedronka (PLN);Cena Lidl (PLN);Cena Żabka (PLN);Cena Carrefour (PLN)
2024-W09;2024-03-04;Masło ekstra 200g;Nabiał;8.9;8.46;8.34;10.12;9.17
2024-W09;2024-03-04;Banany 1kg;Owoce;5.57;5.22;5.05;6.36;5.44
2024-W09;2024-03-04;Pomidory 1kg;Warzywa;9.87;9.55;9.7;10.71;9.91
2024-W09;2024-03-04;Jabłka Ligol 1kg;Owoce;4.37;4.12;4.16;4.78;4.67
2024-W09;2024-03-04;Kurczak filet 1kg;Mięso;25.05;24.04;23.83;27.45;26.59
2024-W09;2024-03-04;Mielone wieprz. 500g;Mięso;15.05;14.9;14.47;16.34;15.55
2024-W09;2024-03-04;Karkówka 1kg;Mięso;26.94;23.31;26.48;29.42;27.68
2024-W09;2024-03-04;Coca-Cola 2L;Napoje;8.51;8.4;8.13;9.93;8.51
2024-W09;2024-03-04;Pepsi 2L;Napoje;8.06;7.91;7.87;8.92;8.36
2024-W09;2024-03-04;Woda Żywiec 1.5L;Napoje;2.52;2.41;2.29;2.77;2.51
2024-W09;2024-03-04;Piwo Tyskie 0.5L;Alkohol;3.99;4.09;3.9;4.58;4.05
2024-W09;2024-03-04;Piwo Lech 0.5L;Alkohol;3.78;3.75;3.45;4.12;3.87
2024-W09;2024-03-04;Wódka Wyborowa 0.5L;Alkohol;32.53;32.61;31.87;36.77;31.35
2024-W09;2024-03-04;Kawa Jacobs 250g;Suche;18.65;17.38;16.97;21.39;18.76
2024-W09;2024-03-04;Cukier biały 1kg;Suche;4.51;4.31;4.36;4.97;4.53
2024-W09;2024-03-04;Mąka pszenna 1kg;Suche;3.25;3.0;2.89;3.62;3.22
2024-W09;2024-03-04;Ryż biały 1kg;Suche;6.91;6.67;6.67;7.92;7.42
2024-W09;2024-03-04;Makaron Lubella 500g;Suche;4.52;4.36;4.18;4.86;4.67
2024-W09;2024-03-04;Olej rzepakowy 1L;Suche;8.86;8.33;8.49;9.5;9.15
2024-W09;2024-03-04;Płatki Nestle 250g;Suche;10.02;10.03;9.09;11.68;10.36
2024-W09;2024-03-04;Czekolada Wedel 100g;Słodycze;5.48;5.36;5.32;5.99;5.7
2024-W09;2024-03-04;Lody Magnum 4-pack;Lody;15.36;14.74;15.05;18.08;16.53
2024-W09;2024-03-04;Pampers 4 26szt;Dziecko;53.01;50.26;49.52;60.79;57.27
2024-W09;2024-03-04;Papier toaletowy 8r;Chemia;15.13;14.43;14.57;17.03;15.76
2024-W09;2024-03-04;Proszek Persil 5kg;Chemia;49.52;46.15;46.78;59.72;49.25
2024-W09;2024-03-04;Karma Whiskas 400g;Zwierzęta;5.42;5.27;5.15;6.0;5.59
2024-W09;2024-03-04;Karma Pedigree 1.2kg;Zwierzęta;11.75;11.74;11.33;12.3;12.64
2024-W10;2024-03-11;Mleko UHT 3.2% 1L;Nabiał;4.58;4.43;4.67;5.28;4.59
2024-W10;2024-03-11;Chleb wiejski 500g;Pieczywo;6.87;6.46;6.73;7.28;7.23
2024-W10;2024-03-11;Jajka L 10szt;Nabiał;9.47;9.0;8.78;10.34;9.1
2024-W10;2024-03-11;Masło ekstra 200g;Nabiał;9.09;9.02;8.43;9.81;9.49
2024-W10;2024-03-11;Banany 1kg;Owoce;5.54;5.2;5.19;6.46;5.61
2024-W10;2024-03-11;Pomidory 1kg;Warzywa;9.88;9.58;8.92;10.16;10.64
2024-W10;2024-03-11;Jabłka Ligol 1kg;Owoce;4.15;3.85;3.89;4.64;4.3
2024-W10;2024-03-11;Kurczak filet 1kg;Mięso;24.54;23.17;23.95;26.9;24.31
2024-W10;2024-03-11;Mielone wieprz. 500g;Mięso;15.01;14.46;13.86;17.02;15.35
2024-W10;2024-03-11;Karkówka 1kg;Mięso;26.98;26.04;25.66;28.27;27.42
2024-W10;2024-03-11;Coca-Cola 2L;Napoje;8.31;8.38;8.23;9.06;8.19
2024-W10;2024-03-11;Pepsi 2L;Napoje;8.07;8.02;7.5;9.07;8.09
2024-W10;2024-03-11;Woda Żywiec 1.5L;Napoje;2.54;2.37;2.33;2.93;2.51
2024-W10;2024-03-11;Piwo Tyskie 0.5L;Alkohol;3.94;3.83;3.56;4.66;4.09
2024-W10;2024-03-11;Piwo Lech 0.5L;Alkohol;3.76;3.7;3.83;4.11;3.86
2024-W10;2024-03-11;Wódka Wyborowa 0.5L;Alkohol;32.96;32.48;31.07;39.23;33.42
2024-W10;2024-03-11;Kawa Jacobs 250g;Suche;18.93;18.55;17.43;21.67;19.34
2024-W10;2024-03-11;Cukier biały 1kg;Suche;4.54;4.51;4.37;5.08;4.62
2024-W10;2024-03-11;Mąka pszenna 1kg;Suche;3.35;3.36;3.1;3.67;3.4
2024-W10;2024-03-11;Ryż biały 1kg;Suche;7.08;6.72;6.69;7.7;7.51
2024-W10;2024-03-11;Makaron Lubella 500g;Suche;4.42;4.09;4.15;4.97;4.49
2024-W10;2024-03-11;Olej rzepakowy 1L;Suche;9.09;8.74;8.48;10.25;8.85
2024-W10;2024-03-11;Płatki Nestle 250g;Suche;9.98;9.25;9.53;10.7;10.39
2024-W10;2024-03-11;Czekolada Wedel 100g;Słodycze;5.51;5.47;5.22;5.56;5.59
2024-W10;2024-03-11;Lody Magnum 4-pack;Lody;14.74;13.57;13.4;16.49;14.06
2024-W10;2024-03-11;Pampers 4 26szt;Dziecko;49.47;44.46;48.67;52.45;49.8
2024-W10;2024-03-11;Papier toaletowy 8r;Chemia;15.04;14.73;13.89;15.49;15.34
2024-W10;2024-03-11;Proszek Persil 5kg;Chemia;51.4;49.75;50.62;54.76;51.11
2024-W10;2024-03-11;Karma Whiskas 400g;Zwierzęta;5.45;5.18;5.17;5.7;5.73
2024-W10;2024-03-11;Karma Pedigree 1.2kg;Zwierzęta;11.88;11.74;11.11;12.75;12.72
2024-W11;2024-03-18;Mleko UHT 3.2% 1L;Nabiał;4.49;4.27;4.24;5.14;4.51
2024-W11;2024-03-18;Chleb wiejski 500g;Pieczywo;6.91;6.53;6.44;7.6;6.96
2024-W11;2024-03-18;Jajka L 10szt;Nabiał;9.78;9.25;9.07;10.89;10.34
2024-W11;2024-03-18;Masło ekstra 200g;Nabiał;8.87;8.08;8.65;9.47;9.08
2024-W11;2024-03-18;Banany 1kg;Owoce;5.49;5.47;5.11;6.14;5.54
2024-W11;2024-03-18;Pomidory 1kg;Warzywa;10.15;9.66;9.44;11.67;10.14
2024-W11;2024-03-18;Jabłka Ligol 1kg;Owoce;4.3;4.19;4.01;4.69;4.7
2024-W11;2024-03-18;Kurczak filet 1kg;Mięso;25.78;25.59;25.04;27.73;25.82
2024-W11;2024-03-18;Mielone wieprz. 500g;Mięso;14.96;13.89;14.3;15.15;15.01
2024-W11;2024-03-18;Karkówka 1kg;Mięso;26.73;25.45;26.79;30.63;26.94
2024-W11;2024-03-18;Coca-Cola 2L;Napoje;8.51;8.38;8.59;9.11;8.83
2024-W11;2024-03-18;Pepsi 2L;Napoje;8.04;8.21;7.72;8.91;8.61
2024-W11;2024-03-18;Woda Żywiec 1.5L;Napoje;2.48;2.38;2.43;2.75;2.61
2024-W11;2024-03-18;Piwo Tyskie 0.5L;Alkohol;4.15;4.01;3.78;4.66;4.26
2024-W11;2024-03-18;Piwo Lech 0.5L;Alkohol;3.78;3.6;3.71;4.08;3.89
2024-W11;2024-03-18;Wódka Wyborowa 0.5L;Alkohol;33.5;32.29;32.07;37.87;34.64
2024-W11;2024-03-18;Kawa Jacobs 250g;Suche;18.7;17.71;17.65;20.66;17.85
2024-W11;2024-03-18;Cukier biały 1kg;Suche;4.46;4.2;4.24;4.97;4.38
2024-W11;2024-03-18;Mąka pszenna 1kg;Suche;3.29;3.15;3.13;3.71;3.55
2024-W11;2024-03-18;Ryż biały 1kg;Suche;7.11;6.63;7.13;8.04;7.35
2024-W11;2024-03-18;Makaron Lubella 500g;Suche;4.41;4.16;4.17;5.04;4.42
2024-W11;2024-03-18;Olej rzepakowy 1L;Suche;8.93;8.45;8.82;10.55;9.17
2024-W11;2024-03-18;Płatki Nestle 250g;Suche;10.19;9.87;9.28;11.58;10.12
2024-W11;2024-03-18;Czekolada Wedel 100g;Słodycze;5.65;5.45;5.21;6.33;5.93
2024-W11;2024-03-18;Lody Magnum 4-pack;Lody;15.05;15.16;14.48;16.27;15.07
2024-W11;2024-03-18;Pampers 4 26szt;Dziecko;49.66;47.17;44.59;55.56;49.19
2024-W11;2024-03-18;Papier toaletowy 8r;Chemia;14.85;14.31;13.82;16.56;15.79
2024-W11;2024-03-18;Proszek Persil 5kg;Chemia;51.36;51.9;50.21;56.18;49.7
2024-W11;2024-03-18;Karma Whiskas 400g;Zwierzęta;5.47;5.25;5.36;6.28;5.6
2024-W11;2024-03-18;Karma Pedigree 1.2kg;Zwierzęta;11.9;11.47;11.53;13.07;11.74
2024-W12;2024-03-25;Mleko UHT 3.2% 1L;Nabiał;4.53;4.22;4.34;4.79;4.48
2024-W12;2024-03-25;Chleb wiejski 500g;Pieczywo;6.92;6.67;6.56;7.89;7.18
2024-W12;2024-03-25;Jajka L 10szt;Nabiał;9.48;9.22;9.31;10.03;9.71
2024-W12;2024-03-25;Masło ekstra 200g;Nabiał;8.91;8.52;8.48;9.47;9.35
2024-W12;2024-03-25;Banany 1kg;Owoce;5.59;5.56;5.2;6.18;5.81
2024-W12;2024-03-25;Pomidory 1kg;Warzywa;9.7;9.64;8.66;10.94;9.96
2024-W12;2024-03-25;Jabłka Ligol 1kg;Owoce;4.32;4.2;4.09;4.78;4.31
2024-W12;2024-03-25;Kurczak filet 1kg;Mięso;25.33;24.81;24.75;29.14;25.36
2024-W12;2024-03-25;Mielone wieprz. 500g;Mięso;14.46;14.31;13.94;16.03;14.41
2024-W12;2024-03-25;Karkówka 1kg;Mięso;27.06;26.23;25.04;28.98;26.34
2024-W12;2024-03-25;Coca-Cola 2L;Napoje;8.56;8.02;8.42;8.64;8.58
2024-W12;2024-03-25;Pepsi 2L;Napoje;8.25;8.23;7.64;9.45;8.07
2024-W12;2024-03-25;Woda Żywiec 1.5L;Napoje;2.47;2.27;2.43;2.75;2.69
2024-W12;2024-03-25;Piwo Tyskie 0.5L;Alkohol;4.02;3.73;3.66;4.64;4.22
2024-W12;2024-03-25;Piwo Lech 0.5L;Alkohol;3.74;3.49;3.87;4.14;3.91
2024-W12;2024-03-25;Wódka Wyborowa 0.5L;Alkohol;33.15;31.51;32.4;37.68;34.88
2024-W12;2024-03-25;Kawa Jacobs 250g;Suche;19.29;17.89;17.46;20.77;19.42
2024-W12;2024-03-25;Cukier biały 1kg;Suche;4.56;4.31;4.34;4.97;4.53
2024-W12;2024-03-25;Mąka pszenna 1kg;Suche;3.3;3.2;3.1;3.68;3.31
2024-W12;2024-03-25;Ryż biały 1kg;Suche;7.07;6.59;6.35;7.45;7.08
2024-W12;2024-03-25;Makaron Lubella 500g;Suche;4.47;4.2;4.39;4.99;4.61
2024-W12;2024-03-25;Olej rzepakowy 1L;Suche;8.99;8.57;8.73;10.09;8.94
2024-W12;2024-03-25;Płatki Nestle 250g;Suche;10.23;9.72;9.28;11.66;10.16
2024-W12;2024-03-25;Czekolada Wedel 100g;Słodycze;5.56;5.76;5.0;6.04;5.87
2024-W12;2024-03-25;Lody Magnum 4-pack;Lody;14.78;14.17;13.34;15.32;15.36
2024-W12;2024-03-25;Pampers 4 26szt;Dziecko;50.68;48.26;47.26;52.04;53.18
2024-W12;2024-03-25;Papier toaletowy 8r;Chemia;14.8;14.32;13.08;15.6;14.87
2024-W12;2024-03-25;Proszek Persil 5kg;Chemia;49.24;46.79;44.83;56.5;51.79
2024-W12;2024-03-25;Karma Whiskas 400g;Zwierzęta;5.48;5.1;5.28;6.15;5.5
2024-W12;2024-03-25;Karma Pedigree 1.2kg;Zwierzęta;12.33;12.1;11.2;14.13;12.23
2024-W13;2024-04-01;Mleko UHT 3.2% 1L;Nabiał;4.45;4.21;4.49;4.95;4.41
2024-W13;2024-04-01;Chleb wiejski 500g;Pieczywo;7.06;6.51;6.57;8.01;7.31
2024-W13;2024-04-01;Jajka L 10szt;Nabiał;9.51;9.45;9.18;10.7;9.3
2024-W13;2024-04-01;Masło ekstra 200g;Nabiał;9.02;9.32;8.23;9.65;9.05
2024-W13;2024-04-01;Banany 1kg;Owoce;5.51;5.55;5.38;6.17;5.54
2024-W13;2024-04-01;Pomidory 1kg;Warzywa;9.95;9.5;9.72;10.46;9.9
2024-W13;2024-04-01;Jabłka Ligol 1kg;Owoce;4.39;4.16;4.0;4.56;4.72
2024-W13;2024-04-01;Kurczak filet 1kg;Mięso;25.55;24.07;24.37;29.92;25.45
2024-W13;2024-04-01;Mielone wieprz. 500g;Mięso;14.89;13.89;14.07;18.05;14.5
2024-W13;2024-04-01;Karkówka 1kg;Mięso;27.81;26.45;25.5;32.6;28.38
2024-W13;2024-04-01;Coca-Cola 2L;Napoje;8.49;8.17;8.11;9.87;8.65
2024-W13;2024-04-01;Pepsi 2L;Napoje;8.09;8.2;7.48;9.49;8.44
2024-W13;2024-04-01;Woda Żywiec 1.5L;Napoje;2.47;2.33;2.33;2.73;2.65
2024-W13;2024-04-01;Piwo Tyskie 0.5L;Alkohol;4.04;3.92;3.76;4.68;3.77
2024-W13;2024-04-01;Piwo Lech 0.5L;Alkohol;3.8;3.57;3.73;4.16;3.91
2024-W13;2024-04-01;Wódka Wyborowa 0.5L;Alkohol;33.62;32.92;33.04;34.88;33.32
2024-W13;2024-04-01;Kawa Jacobs 250g;Suche;18.78;18.87;17.49;21.06;20.42
2024-W13;2024-04-01;Cukier biały 1kg;Suche;4.44;4.27;4.47;5.32;4.65
2024-W13;2024-04-01;Mąka pszenna 1kg;Suche;3.21;3.0;3.05;3.77;3.28
2024-W13;2024-04-01;Ryż biały 1kg;Suche;6.87;6.53;6.78;7.69;6.82
2024-W13;2024-04-01;Makaron Lubella 500g;Suche;4.52;4.39;4.44;4.98;4.83
2024-W13;2024-04-01;Olej rzepakowy 1L;Suche;9.02;8.77;8.57;9.48;9.46
2024-W13;2024-04-01;Płatki Nestle 250g;Suche;9.78;9.33;8.75;10.88;10.22
2024-W13;2024-04-01;Czekolada Wedel 100g;Słodycze;5.33;5.03;5.1;5.83;5.46
2024-W13;2024-04-01;Lody Magnum 4-pack;Lody;15.03;14.71;14.45;17.26;15.56
2024-W13;2024-04-01;Pampers 4 26szt;Dziecko;50.29;48.27;47.87;53.01;51.69
2024-W13;2024-04-01;Papier toaletowy 8r;Chemia;14.84;14.7;13.48;16.71;15.22
2024-W13;2024-04-01;Proszek Persil 5kg;Chemia;49.9;48.29;46.61;52.1;48.64
2024-W13;2024-04-01;Karma Whiskas 400g;Zwierzęta;5.53;5.34;5.44;6.47;5.78
2024-W13;2024-04-01;Karma Pedigree 1.2kg;Zwierzęta;11.85;11.25;11.44;12.67;12.2
2024-W14;2024-04-08;Mleko UHT 3.2% 1L;Nabiał;4.53;4.41;4.3;5.11;4.63
2024-W14;2024-04-08;Chleb wiejski 500g;Pieczywo;6.82;6.53;6.58;7.61;7.14
2024-W14;2024-04-08;Jajka L 10szt;Nabiał;9.52;8.88;9.13;10.23;9.71
2024-W14;2024-04-08;Masło ekstra 200g;Nabiał;9.04;8.57;8.39;9.77;9.43
2024-W14;2024-04-08;Banany 1kg;Owoce;5.54;4.88;5.32;5.47;5.5
2024-W14;2024-04-08;Pomidory 1kg;Warzywa;10.14;9.12;10.0;11.21;10.53
2024-W14;2024-04-08;Jabłka Ligol 1kg;Owoce;4.3;3.89;4.0;4.73;4.27
2024-W14;2024-04-08;Kurczak filet 1kg;Mięso;24.87;23.32;23.6;28.82;23.87
2024-W14;2024-04-08;Mielone wieprz. 500g;Mięso;14.96;14.29;13.47;16.23;14.71
2024-W14;2024-04-08;Karkówka 1kg;Mięso;26.27;25.04;26.03;27.22;26.31
2024-W14;2024-04-08;Coca-Cola 2L;Napoje;8.43;8.38;8.17;9.37;8.81
2024-W14;2024-04-08;Pepsi 2L;Napoje;8.07;8.17;7.54;9.12;8.39
2024-W14;2024-04-08;Woda Żywiec 1.5L;Napoje;2.53;2.5;2.38;2.8;2.66
2024-W14;2024-04-08;Piwo Tyskie 0.5L;Alkohol;4.06;4.09;3.7;4.37;4.12
2024-W14;2024-04-08;Piwo Lech 0.5L;Alkohol;3.77;4.01;3.56;4.4;3.99
2024-W14;2024-04-08;Wódka Wyborowa 0.5L;Alkohol;33.38;32.97;31.02;36.95;33.67
2024-W14;2024-04-08;Kawa Jacobs 250g;Suche;19.14;17.84;19.05;21.38;18.91
2024-W14;2024-04-08;Cukier biały 1kg;Suche;4.59;4.39;4.34;5.07;4.57
2024-W14;2024-04-08;Mąka pszenna 1kg;Suche;3.35;3.29;3.09;3.43;3.5
2024-W14;2024-04-08;Ryż biały 1kg;Suche;6.96;7.0;6.43;7.36;7.09
2024-W14;2024-04-08;Makaron Lubella 500g;Suche;4.45;4.35;4.2;4.73;4.46
2024-W14;2024-04-08;Olej rzepakowy 1L;Suche;8.99;8.98;8.4;9.56;9.34
2024-W14;2024-04-08;Płatki Nestle 250g;Suche;10.13;9.77;10.03;11.31;10.28
2024-W14;2024-04-08;Czekolada Wedel 100g;Słodycze;5.52;5.37;5.12;5.93;5.65
2024-W14;2024-04-08;Lody Magnum 4-pack;Lody;15.13;14.62;14.5;15.56;15.26
2024-W14;2024-04-08;Pampers 4 26szt;Dziecko;50.89;47.07;50.75;55.67;52.26
2024-W14;2024-04-08;Papier toaletowy 8r;Chemia;15.41;14.7;15.15;16.36;15.31
2024-W14;2024-04-08;Proszek Persil 5kg;Chemia;49.26;46.65;46.49;51.69;51.76
2024-W14;2024-04-08;Karma Whiskas 400g;Zwierzęta;5.62;5.37;5.23;6.25;5.29
2024-W14;2024-04-08;Karma Pedigree 1.2kg;Zwierzęta;11.76;10.26;11.38;13.79;11.75
2024-W15;2024-04-15;Mleko UHT 3.2% 1L;Nabiał;4.49;4.2;4.43;4.71;4.73
2024-W15;2024-04-15;Chleb wiejski 500g;Pieczywo;6.98;6.54;6.06;7.65;7.41
2024-W15;2024-04-15;Jajka L 10szt;Nabiał;9.41;8.74;9.16;9.82;9.41
2024-W15;2024-04-15;Masło ekstra 200g;Nabiał;9.37;9.31;8.56;10.47;9.58
2024-W15;2024-04-15;Banany 1kg;Owoce;5.37;5.15;5.2;5.97;5.57
2024-W15;2024-04-15;Pomidory 1kg;Warzywa;10.2;9.62;10.18;11.37;10.07
2024-W15;2024-04-15;Jabłka Ligol 1kg;Owoce;4.28;4.1;4.01;4.88;4.4
2024-W15;2024-04-15;Kurczak filet 1kg;Mięso;25.0;24.19;24.1;27.8;26.24
2024-W15;2024-04-15;Mielone wieprz. 500g;Mięso;15.44;15.35;15.0;16.86;15.68
2024-W15;2024-04-15;Karkówka 1kg;Mięso;27.77;26.47;26.62;31.27;27.64
2024-W15;2024-04-15;Coca-Cola 2L;Napoje;8.58;7.9;7.83;9.0;8.78
2024-W15;2024-04-15;Pepsi 2L;Napoje;7.98;7.3;7.37;8.87;8.29
2024-W15;2024-04-15;Woda Żywiec 1.5L;Napoje;2.55;2.46;2.31;2.96;2.63
2024-W15;2024-04-15;Piwo Tyskie 0.5L;Alkohol;4.04;3.88;3.92;4.21;4.25
2024-W15;2024-04-15;Piwo Lech 0.5L;Alkohol;3.87;3.92;3.69;4.31;3.94
2024-W15;2024-04-15;Wódka Wyborowa 0.5L;Alkohol;32.61;31.6;30.82;34.73;31.29
2024-W15;2024-04-15;Kawa Jacobs 250g;Suche;18.57;17.01;17.37;21.84;19.32
2024-W15;2024-04-15;Cukier biały 1kg;Suche;4.57;4.53;4.43;5.15;4.7
2024-W15;2024-04-15;Mąka pszenna 1kg;Suche;3.36;3.2;3.19;3.6;3.71
2024-W15;2024-04-15;Ryż biały 1kg;Suche;6.92;6.38;6.56;7.99;6.87
2024-W15;2024-04-15;Makaron Lubella 500g;Suche;4.45;4.24;4.28;4.9;4.47
2024-W15;2024-04-15;Olej rzepakowy 1L;Suche;9.02;8.81;8.83;10.1;8.86
2024-W15;2024-04-15;Płatki Nestle 250g;Suche;10.07;10.02;9.1;11.41;10.43
2024-W15;2024-04-15;Czekolada Wedel 100g;Słodycze;5.47;5.14;5.19;5.89;5.55
2024-W15;2024-04-15;Lody Magnum 4-pack;Lody;14.76;13.7;14.24;16.52;15.32
2024-W15;2024-04-15;Pampers 4 26szt;Dziecko;50.38;49.42;47.46;56.42;48.21
2024-W15;2024-04-15;Papier toaletowy 8r;Chemia;15.01;14.21;13.86;16.63;15.35
2024-W15;2024-04-15;Proszek Persil 5kg;Chemia;50.22;46.16;48.67;56.29;49.82
2024-W15;2024-04-15;Karma Whiskas 400g;Zwierzęta;5.63;5.33;5.39;5.87;5.6
2024-W15;2024-04-15;Karma Pedigree 1.2kg;Zwierzęta;12.0;11.17;11.77;13.8;12.0
2024-W16;2024-04-22;Mleko UHT 3.2% 1L;Nabiał;4.56;4.58;4.26;4.75;4.6
2024-W16;2024-04-22;Chleb wiejski 500g;Pieczywo;6.84;6.37;6.54;7.33;7.1
2024-W16;2024-04-22;Jajka L 10szt;Nabiał;9.55;9.77;9.22;10.73;9.07
2024-W16;2024-04-22;Masło ekstra 200g;Nabiał;9.18;8.68;8.01;9.93;8.61
2024-W16;2024-04-22;Banany 1kg;Owoce;5.59;5.4;5.06;6.13;5.66
2024-W16;2024-04-22;Pomidory 1kg;Warzywa;10.05;9.56;9.53;10.95;9.82
2024-W16;2024-04-22;Jabłka Ligol 1kg;Owoce;4.28;3.84;4.09;4.63;4.35
2024-W16;2024-04-22;Kurczak filet 1kg;Mięso;25.4;24.21;24.77;28.58;26.42
2024-W16;2024-04-22;Mielone wieprz. 500g;Mięso;14.9;15.26;14.23;17.75;15.92
2024-W16;2024-04-22;Karkówka 1kg;Mięso;27.22;26.7;25.67;30.3;27.57
2024-W16;2024-04-22;Coca-Cola 2L;Napoje;8.58;8.12;8.38;9.02;8.61
2024-W16;2024-04-22;Pepsi 2L;Napoje;8.09;7.95;7.43;9.16;8.47
2024-W16;2024-04-22;Woda Żywiec 1.5L;Napoje;2.48;2.47;2.42;2.64;2.49
2024-W16;2024-04-22;Piwo Tyskie 0.5L;Alkohol;3.94;3.8;3.79;4.34;4.03
2024-W16;2024-04-22;Piwo Lech 0.5L;Alkohol;3.72;3.6;3.53;4.01;3.84
2024-W16;2024-04-22;Wódka Wyborowa 0.5L;Alkohol;33.56;31.62;31.53;37.9;35.69
2024-W16;2024-04-22;Kawa Jacobs 250g;Suche;19.24;18.1;17.92;21.61;20.5
2024-W16;2024-04-22;Cukier biały 1kg;Suche;4.55;4.3;4.16;4.95;4.64
2024-W16;2024-04-22;Mąka pszenna 1kg;Suche;3.25;3.14;3.09;3.47;3.4
2024-W16;2024-04-22;Ryż biały 1kg;Suche;7.01;6.74;6.63;7.8;7.05
2024-W16;2024-04-22;Makaron Lubella 500g;Suche;4.41;4.26;4.18;4.76;4.61
2024-W16;2024-04-22;Olej rzepakowy 1L;Suche;9.14;9.17;8.4;10.12;9.18
2024-W16;2024-04-22;Płatki Nestle 250g;Suche;10.11;10.23;9.57;11.19;10.32
2024-W16;2024-04-22;Czekolada Wedel 100g;Słodycze;5.56;5.34;5.29;6.22;5.97
2024-W16;2024-04-22;Lody Magnum 4-pack;Lody;15.04;14.72;14.26;16.36;14.85
2024-W16;2024-04-22;Pampers 4 26szt;Dziecko;49.1;47.37;45.1;55.02;50.71
2024-W16;2024-04-22;Papier toaletowy 8r;Chemia;14.8;14.43;13.93;16.61;15.07
2024-W16;2024-04-22;Proszek Persil 5kg;Chemia;51.47;49.73;49.44;54.2;48.54
2024-W16;2024-04-22;Karma Whiskas 400g;Zwierzęta;5.57;5.36;5.49;6.36;5.65
2024-W16;2024-04-22;Karma Pedigree 1.2kg;Zwierzęta;12.26;11.82;11.51;13.88;12.75
2024-W17;2024-04-29;Mleko UHT 3.2% 1L;Nabiał;4.59;4.65;4.47;5.05;4.65
2024-W17;2024-04-29;Chleb wiejski 500g;Pieczywo;6.95;6.49;6.79;7.69;6.76
2024-W17;2024-04-29;Jajka L 10szt;Nabiał;9.57;8.54;9.06;10.12;9.67
2024-W17;2024-04-29;Masło ekstra 200g;Nabiał;9.21;8.55;8.7;10.37;9.54
2024-W17;2024-04-29;Banany 1kg;Owoce;5.6;5.21;5.26;5.84;5.61
2024-W17;2024-04-29;Pomidory 1kg;Warzywa;10.16;9.91;9.67;11.45;10.71
2024-W17;2024-04-29;Jabłka Ligol 1kg;Owoce;4.3;4.24;4.15;4.86;4.51
2024-W17;2024-04-29;Kurczak filet 1kg;Mięso;25.3;24.45;23.43;29.29;27.41
2024-W17;2024-04-29;Mielone wieprz. 500g;Mięso;14.94;14.08;14.54;16.5;14.87
2024-W17;2024-04-29;Karkówka 1kg;Mięso;27.15;25.63;25.38;27.97;27.61
2024-W17;2024-04-29;Coca-Cola 2L;Napoje;8.6;8.43;8.32;9.82;8.53
2024-W17;2024-04-29;Pepsi 2L;Napoje;8.07;7.58;7.95;9.04;8.27
2024-W17;2024-04-29;Woda Żywiec 1.5L;Napoje;2.55;2.44;2.41;2.98;2.49
2024-W17;2024-04-29;Piwo Tyskie 0.5L;Alkohol;4.06;3.97;3.93;4.37;4.2
2024-W17;2024-04-29;Piwo Lech 0.5L;Alkohol;3.77;3.61;3.68;4.32;3.76
2024-W17;2024-04-29;Wódka Wyborowa 0.5L;Alkohol;32.82;34.15;31.4;36.78;31.95
2024-W17;2024-04-29;Kawa Jacobs 250g;Suche;18.91;18.64;17.41;21.77;19.5
2024-W17;2024-04-29;Cukier biały 1kg;Suche;4.46;4.26;4.28;4.68;4.37
2024-W17;2024-04-29;Mąka pszenna 1kg;Suche;3.35;3.17;3.08;3.68;3.41
2024-W17;2024-04-29;Ryż biały 1kg;Suche;7.04;6.85;6.82;7.75;7.0
2024-W17;2024-04-29;Makaron Lubella 500g;Suche;4.34;4.25;4.26;5.02;4.57
2024-W17;2024-04-29;Olej rzepakowy 1L;Suche;9.07;8.93;8.4;9.91;8.74
2024-W17;2024-04-29;Płatki Nestle 250g;Suche;9.94;9.8;9.23;10.37;10.11
2024-W17;2024-04-29;Czekolada Wedel 100g;Słodycze;5.47;5.36;5.27;6.09;5.52
2024-W17;2024-04-29;Lody Magnum 4-pack;Lody;14.87;13.64;15.02;16.4;15.24
2024-W17;2024-04-29;Pampers 4 26szt;Dziecko;50.15;48.65;46.19;54.65;53.32
2024-W17;2024-04-29;Papier toaletowy 8r;Chemia;14.96;14.06;13.57;16.11;15.76
2024-W17;2024-04-29;Proszek Persil 5kg;Chemia;50.37;47.47;45.88;52.81;50.5
2024-W17;2024-04-29;Karma Whiskas 400g;Zwierzęta;5.39;5.48;5.29;5.79;5.6
2024-W17;2024-04-29;Karma Pedigree 1.2kg;Zwierzęta;12.15;11.43;11.27;13.69;12.19
2024-W18;2024-05-06;Mleko UHT 3.2% 1L;Nabiał;4.54;4.56;4.36;4.96;4.62
2024-W18;2024-05-06;Chleb wiejski 500g;Pieczywo;7.05;6.8;6.72;7.78;7.28
2024-W18;2024-05-06;Jajka L 10szt;Nabiał;9.36;8.88;8.76;10.16;9.75
2024-W18;2024-05-06;Masło ekstra 200g;Nabiał;9.02;8.88;8.68;9.59;9.31
2024-W18;2024-05-06;Banany 1kg;Owoce;5.6;5.35;5.29;6.2;5.66
2024-W18;2024-05-06;Pomidory 1kg;Warzywa;10.16;9.76;9.79;11.13;10.48
2024-W18;2024-05-06;Jabłka Ligol 1kg;Owoce;4.2;4.22;4.05;4.62;4.15
2024-W18;2024-05-06;Kurczak filet 1kg;Mięso;25.22;24.78;23.62;27.12;26.53
