Data;ID sklepu;Miasto;Kategoria;SKU;Wartość waste (PLN);Powód
2024-02-13;PLN-119;Gniezno;Ryby i mrożonki;Krewetki świeże;35.11;Przeterminowanie (nie udało się sprzedać)
2024-02-13;PLN-041;Wrocław;Pieczywo;Tort biszkoptowy;287.22;Błąd zatowarowania (nadmiar)
2024-02-13;PLN-118;Gniezno;Pieczywo;Tort biszkoptowy;458.57;Łańcuch chłodniczy — błąd
2024-02-13;PLN-069;Poznań;Pieczywo;Tort biszkoptowy;206.92;Przeterminowanie (nie udało się sprzedać)
2024-02-13;PLN-110;Opole;Pieczywo;Tort biszkoptowy;89.98;Błąd zatowarowania (nadmiar)
2024-02-13;PLN-125;Tarnów;Mięso i wędliny;Wieprzowina łopatka;38.29;Przeterminowanie (nie udało się sprzedać)
2024-02-14;PLN-018;Warszawa;Mięso i wędliny;Karkówka;174.84;Uszkodzenie mechaniczne
2024-02-14;PLN-003;Warszawa;Mięso i wędliny;Kurczak filet;114.81;Przeterminowanie (nie udało się sprzedać)
2024-02-14;PLN-116;Płock;Mięso i wędliny;Schab;49.43;Przeterminowanie (nie udało się sprzedać)
2024-02-14;PLN-117;Płock;Pieczywo;Chleb wiejski;78.59;Przeterminowanie (nie udało się sprzedać)
2024-02-14;PLN-090;Lublin;Ryby i mrożonki;Krewetki świeże;5.02;Przeterminowanie (nie udało się sprzedać)
2024-02-14;PLN-024;Warszawa;Nabiał i jaja;Mleko świeże;62.59;Błąd zatowarowania (nadmiar)
2024-02-14;PLN-039;Kraków;Pieczywo;Tort biszkoptowy;26.05;Uszkodzenie mechaniczne
2024-02-15;PLN-046;Wrocław;Mięso i wędliny;Boczek;149.28;Przeterminowanie (nie udało się sprzedać)
2024-02-15;PLN-001;Warszawa;Warzywa i owoce;Truskawki;100.07;Błąd zatowarowania (nadmiar)
2024-02-15;PLN-140;Radom;Ryby i mrożonki;Krewetki świeże;109.92;Uszkodzenie mechaniczne
2024-02-16;PLN-023;Warszawa;Nabiał i jaja;Śmietana;15.25;Przeterminowanie (nie udało się sprzedać)
2024-02-16;PLN-002;Warszawa;Ryby i mrożonki;Pstrąg;198.22;Uszkodzenie mechaniczne
2024-02-16;PLN-116;Płock;Pieczywo;Bagietka;104.26;Przeterminowanie (nie udało się sprzedać)
2024-02-16;PLN-109;Opole;Pieczywo;Tort biszkoptowy;45.06;Przeterminowanie (nie udało się sprzedać)
2024-02-16;PLN-080;Łódź;Pieczywo;Bagietka;44.17;Przeterminowanie (nie udało się sprzedać)
2024-02-16;PLN-102;Katowice;Ryby i mrożonki;Łosoś świeży;11.66;Uszkodzenie mechaniczne
2024-02-16;PLN-072;Poznań;Warzywa i owoce;Awokado;78.03;Przeterminowanie (nie udało się sprzedać)
2024-02-17;PLN-039;Kraków;Mięso i wędliny;Kurczak filet;120.74;Łańcuch chłodniczy — błąd
2024-02-17;PLN-068;Poznań;Pieczywo;Bagietka;21.7;Przeterminowanie (nie udało się sprzedać)
2024-02-17;PLN-013;Warszawa;Mięso i wędliny;Wieprzowina łopatka;130.79;Przeterminowanie (nie udało się sprzedać)
2024-02-17;PLN-058;Poznań;Ryby i mrożonki;Pstrąg;360.84;Uszkodzenie mechaniczne
2024-02-17;PLN-079;Łódź;Mięso i wędliny;Schab;74.4;Przeterminowanie (nie udało się sprzedać)
2024-02-17;PLN-116;Płock;Nabiał i jaja;Jogurt naturalny;39.84;Uszkodzenie mechaniczne
2024-02-17;PLN-079;Łódź;Pieczywo;Tort biszkoptowy;56.86;Przeterminowanie (nie udało się sprzedać)
2024-02-18;PLN-049;Wrocław;Nabiał i jaja;Twaróg;295.27;Przeterminowanie (nie udało się sprzedać)
2024-02-18;PLN-017;Warszawa;Pieczywo;Chleb wiejski;288.14;Przeterminowanie (nie udało się sprzedać)
2024-02-18;PLN-106;Częstochowa;Mięso i wędliny;Mielone wieprzowo-wołowe;14.61;Reklamacja jakościowa od klienta
2024-02-18;PLN-033;Kraków;Ryby i mrożonki;Pstrąg;12.08;Uszkodzenie mechaniczne
2024-02-18;PLN-081;Łódź;Ryby i mrożonki;Pstrąg;91.58;Przeterminowanie (nie udało się sprzedać)
2024-02-19;PLN-029;Kraków;Nabiał i jaja;Śmietana;206.91;Uszkodzenie mechaniczne
2024-02-19;PLN-082;Łódź;Ryby i mrożonki;Krewetki świeże;18.72;Przeterminowanie (nie udało się sprzedać)
2024-02-19;PLN-048;Wrocław;Ryby i mrożonki;Łosoś świeży;123.23;Przeterminowanie (nie udało się sprzedać)
2024-02-19;PLN-072;Poznań;Pieczywo;Chleb wiejski;181.5;Uszkodzenie mechaniczne
2024-02-19;PLN-080;Łódź;Mięso i wędliny;Wieprzowina łopatka;104.24;Przeterminowanie (nie udało się sprzedać)
2024-02-19;PLN-127;Tarnów;Ryby i mrożonki;Łosoś świeży;116.79;Przeterminowanie (nie udało się sprzedać)
2024-02-19;PLN-100;Katowice;Ryby i mrożonki;Krewetki świeże;112.15;Uszkodzenie mechaniczne
2024-02-20;PLN-073;Łódź;Nabiał i jaja;Twaróg;130.06;Przeterminowanie (nie udało się sprzedać)
2024-02-20;PLN-104;Toruń;Ryby i mrożonki;Łosoś świeży;60.41;Łańcuch chłodniczy — błąd
2024-02-20;PLN-114;Kalisz;Warzywa i owoce;Banany dojrzałe;100.27;Łańcuch chłodniczy — błąd
2024-02-20;PLN-037;Kraków;Warzywa i owoce;Sałata lodowa;5.02;Uszkodzenie mechaniczne
2024-02-20;PLN-072;Poznań;Ryby i mrożonki;Pstrąg;5.02;Przeterminowanie (nie udało się sprzedać)
2024-02-20;PLN-030;Kraków;Warzywa i owoce;Maliny;260.34;Przeterminowanie (nie udało się sprzedać)
2024-02-21;PLN-071;Poznań;Ryby i mrożonki;Pstrąg;31.42;Przeterminowanie (nie udało się sprzedać)
2024-02-21;PLN-029;Kraków;Nabiał i jaja;Mleko świeże;54.94;Przeterminowanie (nie udało się sprzedać)
2024-02-21;PLN-033;Kraków;Ryby i mrożonki;Łosoś świeży;8.06;Błąd zatowarowania (nadmiar)
2024-02-21;PLN-084;Gdańsk;Mięso i wędliny;Kurczak filet;132.19;Przeterminowanie (nie udało się sprzedać)
2024-02-22;PLN-068;Poznań;Nabiał i jaja;Śmietana;104.38;Błąd zatowarowania (nadmiar)
2024-02-22;PLN-095;Bydgoszcz;Ryby i mrożonki;Łosoś świeży;80.33;Błąd zatowarowania (nadmiar)
2024-02-22;PLN-125;Tarnów;Mięso i wędliny;Wędliny krojone;5.37;Łańcuch chłodniczy — błąd
2024-02-22;PLN-022;Warszawa;Ryby i mrożonki;Pstrąg;91.94;Przeterminowanie (nie udało się sprzedać)
2024-02-23;PLN-098;Szczecin;Ryby i mrożonki;Pstrąg;276.91;Uszkodzenie mechaniczne
2024-02-23;PLN-027;Kraków;Nabiał i jaja;Śmietana;78.86;Przeterminowanie (nie udało się sprzedać)
2024-02-23;PLN-089;Gdańsk;Warzywa i owoce;Awokado;264.95;Przeterminowanie (nie udało się sprzedać)
2024-02-23;PLN-027;Kraków;Pieczywo;Bagietka;35.21;Przeterminowanie (nie udało się sprzedać)
2024-02-23;PLN-062;Poznań;Warzywa i owoce;Pomidory koktajl;63.57;Błąd zatowarowania (nadmiar)
2024-02-23;PLN-128;Nowy Sącz;Pieczywo;Bagietka;57.54;Przeterminowanie (nie udało się sprzedać)
2024-02-24;PLN-051;Wrocław;Warzywa i owoce;Truskawki;89.93;Przeterminowanie (nie udało się sprzedać)
2024-02-24;PLN-062;Poznań;Pieczywo;Bagietka;46.79;Błąd zatowarowania (nadmiar)
2024-02-24;PLN-080;Łódź;Mięso i wędliny;Kurczak filet;155.14;Przeterminowanie (nie udało się sprzedać)
2024-02-25;PLN-119;Gniezno;Warzywa i owoce;Pomidory koktajl;15.09;Uszkodzenie mechaniczne
2024-02-25;PLN-116;Płock;Ryby i mrożonki;Łosoś świeży;74.84;Łańcuch chłodniczy — błąd
2024-02-25;PLN-089;Gdańsk;Nabiał i jaja;Mleko świeże;130.3;Reklamacja jakościowa od klienta
2024-02-25;PLN-049;Wrocław;Ryby i mrożonki;Łosoś świeży;178.72;Przeterminowanie (nie udało się sprzedać)
2024-02-25;PLN-045;Wrocław;Warzywa i owoce;Sałata lodowa;128.11;Uszkodzenie mechaniczne
2024-02-25;PLN-002;Warszawa;Pieczywo;Chleb wiejski;145.84;Przeterminowanie (nie udało się sprzedać)
2024-02-25;PLN-061;Poznań;Nabiał i jaja;Śmietana;90.04;Przeterminowanie (nie udało się sprzedać)
2024-02-26;PLN-074;Łódź;Warzywa i owoce;Banany dojrzałe;27.85;Przeterminowanie (nie udało się sprzedać)
2024-02-26;PLN-088;Gdańsk;Pieczywo;Tort biszkoptowy;69.17;Przeterminowanie (nie udało się sprzedać)
2024-02-26;PLN-118;Gniezno;Warzywa i owoce;Awokado;101.07;Przeterminowanie (nie udało się sprzedać)
2024-02-26;PLN-014;Warszawa;Nabiał i jaja;Jogurt naturalny;145.61;Przeterminowanie (nie udało się sprzedać)
2024-02-27;PLN-135;Wałbrzych;Nabiał i jaja;Twaróg;327.45;Przeterminowanie (nie udało się sprzedać)
2024-02-27;PLN-076;Łódź;Ryby i mrożonki;Łosoś świeży;65.96;Przeterminowanie (nie udało się sprzedać)
2024-02-27;PLN-031;Kraków;Nabiał i jaja;Twaróg;105.71;Uszkodzenie mechaniczne
2024-02-27;PLN-075;Łódź;Pieczywo;Tort biszkoptowy;161.6;Błąd zatowarowania (nadmiar)
2024-02-27;PLN-075;Łódź;Nabiał i jaja;Twaróg;37.77;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-092;Lublin;Ryby i mrożonki;Krewetki świeże;636.93;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-035;Kraków;Pieczywo;Bułki kajzerki;178.27;Łańcuch chłodniczy — błąd
2024-02-28;PLN-012;Warszawa;Mięso i wędliny;Wieprzowina łopatka;23.02;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-097;Szczecin;Nabiał i jaja;Mleko świeże;135.47;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-021;Warszawa;Pieczywo;Tort biszkoptowy;41.3;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-012;Warszawa;Mięso i wędliny;Boczek;132.21;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-083;Łódź;Mięso i wędliny;Schab;53.62;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-129;Nowy Sącz;Ryby i mrożonki;Łosoś świeży;36.26;Przeterminowanie (nie udało się sprzedać)
2024-02-28;PLN-062;Poznań;Nabiał i jaja;Ser pleśniowy;53.48;Błąd zatowarowania (nadmiar)
2024-02-28;PLN-050;Wrocław;Warzywa i owoce;Sałata lodowa;9.89;Przeterminowanie (nie udało się sprzedać)
2024-02-29;PLN-127;Tarnów;Mięso i wędliny;Mielone wieprzowo-wołowe;369.86;Łańcuch chłodniczy — błąd
2024-02-29;PLN-040;Kraków;Mięso i wędliny;Kurczak filet;182.39;Przeterminowanie (nie udało się sprzedać)
2024-02-29;PLN-101;Katowice;Ryby i mrożonki;Krewetki świeże;167.76;Błąd zatowarowania (nadmiar)
2024-03-01;PLN-104;Toruń;Warzywa i owoce;Awokado;462.67;Uszkodzenie mechaniczne
2024-03-01;PLN-014;Warszawa;Nabiał i jaja;Twaróg;95.54;Łańcuch chłodniczy — błąd
2024-03-01;PLN-077;Łódź;Warzywa i owoce;Borówki;55.91;Reklamacja jakościowa od klienta
2024-03-01;PLN-092;Lublin;Ryby i mrożonki;Pstrąg;157.96;Błąd zatowarowania (nadmiar)
2024-03-01;PLN-030;Kraków;Pieczywo;Bagietka;242.89;Reklamacja jakościowa od klienta
2024-03-01;PLN-075;Łódź;Nabiał i jaja;Jogurt naturalny;116.73;Przeterminowanie (nie udało się sprzedać)
2024-03-01;PLN-069;Poznań;Ryby i mrożonki;Pstrąg;182.28;Reklamacja jakościowa od klienta
2024-03-01;PLN-069;Poznań;Mięso i wędliny;Karkówka;27.16;Błąd zatowarowania (nadmiar)
2024-03-01;PLN-009;Warszawa;Warzywa i owoce;Awokado;12.73;Przeterminowanie (nie udało się sprzedać)
2024-03-01;PLN-041;Wrocław;Warzywa i owoce;Sałata lodowa;111.86;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-092;Lublin;Pieczywo;Chleb wiejski;45.88;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-049;Wrocław;Pieczywo;Chleb wiejski;67.5;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-114;Kalisz;Warzywa i owoce;Banany dojrzałe;93.06;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-084;Gdańsk;Pieczywo;Chleb wiejski;5.05;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-024;Warszawa;Pieczywo;Tort biszkoptowy;5.05;Uszkodzenie mechaniczne
2024-03-02;PLN-089;Gdańsk;Ryby i mrożonki;Pstrąg;73.51;Przeterminowanie (nie udało się sprzedać)
2024-03-02;PLN-037;Kraków;Mięso i wędliny;Mielone wieprzowo-wołowe;169.87;Uszkodzenie mechaniczne
2024-03-03;PLN-091;Lublin;Nabiał i jaja;Ser pleśniowy;121.72;Przeterminowanie (nie udało się sprzedać)
2024-03-03;PLN-072;Poznań;Mięso i wędliny;Wędliny krojone;19.22;Reklamacja jakościowa od klienta
2024-03-03;PLN-087;Gdańsk;Warzywa i owoce;Sałata lodowa;168.83;Uszkodzenie mechaniczne
2024-03-03;PLN-046;Wrocław;Nabiał i jaja;Jogurt naturalny;34.0;Uszkodzenie mechaniczne
2024-03-03;PLN-070;Poznań;Mięso i wędliny;Wędliny krojone;82.81;Przeterminowanie (nie udało się sprzedać)
2024-03-03;PLN-104;Toruń;Ryby i mrożonki;Pstrąg;74.24;Błąd zatowarowania (nadmiar)
2024-03-04;PLN-032;Kraków;Mięso i wędliny;Wieprzowina łopatka;123.74;Łańcuch chłodniczy — błąd
2024-03-04;PLN-032;Kraków;Ryby i mrożonki;Krewetki świeże;279.31;Błąd zatowarowania (nadmiar)
2024-03-04;PLN-132;Legnica;Nabiał i jaja;Jogurt naturalny;99.68;Przeterminowanie (nie udało się sprzedać)
2024-03-04;PLN-078;Łódź;Warzywa i owoce;Awokado;148.93;Uszkodzenie mechaniczne
2024-03-05;PLN-024;Warszawa;Ryby i mrożonki;Pstrąg;5.05;Łańcuch chłodniczy — błąd
2024-03-05;PLN-123;Leszno;Ryby i mrożonki;Krewetki świeże;109.45;Przeterminowanie (nie udało się sprzedać)
2024-03-05;PLN-043;Wrocław;Mięso i wędliny;Wieprzowina łopatka;209.66;Łańcuch chłodniczy — błąd
2024-03-05;PLN-121;Konin;Ryby i mrożonki;Krewetki świeże;13.71;Błąd zatowarowania (nadmiar)
2024-03-06;PLN-038;Kraków;Nabiał i jaja;Twaróg;111.81;Błąd zatowarowania (nadmiar)
2024-03-06;PLN-065;Poznań;Ryby i mrożonki;Krewetki świeże;48.01;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-140;Radom;Nabiał i jaja;Jogurt naturalny;49.68;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-073;Łódź;Warzywa i owoce;Truskawki;185.97;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-014;Warszawa;Nabiał i jaja;Jogurt naturalny;25.45;Uszkodzenie mechaniczne
2024-03-07;PLN-126;Tarnów;Mięso i wędliny;Boczek;278.92;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-062;Poznań;Nabiał i jaja;Mleko świeże;352.16;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-019;Warszawa;Ryby i mrożonki;Pstrąg;49.6;Błąd zatowarowania (nadmiar)
2024-03-07;PLN-033;Kraków;Ryby i mrożonki;Pstrąg;115.02;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-102;Katowice;Nabiał i jaja;Śmietana;265.88;Przeterminowanie (nie udało się sprzedać)
2024-03-07;PLN-117;Płock;Warzywa i owoce;Truskawki;298.85;Przeterminowanie (nie udało się sprzedać)
2024-03-08;PLN-027;Kraków;Mięso i wędliny;Karkówka;75.73;Łańcuch chłodniczy — błąd
2024-03-08;PLN-033;Kraków;Mięso i wędliny;Boczek;206.5;Przeterminowanie (nie udało się sprzedać)
2024-03-08;PLN-015;Warszawa;Ryby i mrożonki;Pstrąg;145.44;Przeterminowanie (nie udało się sprzedać)
2024-03-09;PLN-125;Tarnów;Nabiał i jaja;Twaróg;42.65;Uszkodzenie mechaniczne
2024-03-09;PLN-013;Warszawa;Pieczywo;Chleb wiejski;28.22;Przeterminowanie (nie udało się sprzedać)
2024-03-09;PLN-110;Opole;Ryby i mrożonki;Pstrąg;167.56;Przeterminowanie (nie udało się sprzedać)
2024-03-09;PLN-020;Warszawa;Ryby i mrożonki;Łosoś świeży;175.17;Uszkodzenie mechaniczne
2024-03-09;PLN-122;Leszno;Nabiał i jaja;Mleko świeże;58.76;Błąd zatowarowania (nadmiar)
2024-03-09;PLN-109;Opole;Pieczywo;Bagietka;100.53;Przeterminowanie (nie udało się sprzedać)
2024-03-09;PLN-036;Kraków;Pieczywo;Chleb wiejski;53.78;Reklamacja jakościowa od klienta
2024-03-10;PLN-092;Lublin;Nabiał i jaja;Mleko świeże;62.34;Przeterminowanie (nie udało się sprzedać)
2024-03-10;PLN-056;Poznań;Warzywa i owoce;Maliny;120.75;Błąd zatowarowania (nadmiar)
2024-03-10;PLN-043;Wrocław;Pieczywo;Bułki kajzerki;186.91;Przeterminowanie (nie udało się sprzedać)
2024-03-10;PLN-103;Toruń;Nabiał i jaja;Śmietana;63.35;Przeterminowanie (nie udało się sprzedać)
2024-03-10;PLN-072;Poznań;Mięso i wędliny;Schab;149.51;Przeterminowanie (nie udało się sprzedać)
2024-03-10;PLN-073;Łódź;Nabiał i jaja;Mleko świeże;71.2;Przeterminowanie (nie udało się sprzedać)
2024-03-10;PLN-033;Kraków;Nabiał i jaja;Mleko świeże;18.2;Przeterminowanie (nie udało się sprzedać)
2024-03-11;PLN-028;Kraków;Mięso i wędliny;Boczek;148.3;Przeterminowanie (nie udało się sprzedać)
2024-03-12;PLN-061;Poznań;Mięso i wędliny;Wędliny krojone;298.98;Łańcuch chłodniczy — błąd
2024-03-12;PLN-059;Poznań;Ryby i mrożonki;Łosoś świeży;346.18;Przeterminowanie (nie udało się sprzedać)
2024-03-12;PLN-136;Jelenia Góra;Pieczywo;Tort biszkoptowy;131.97;Uszkodzenie mechaniczne
2024-03-12;PLN-059;Poznań;Nabiał i jaja;Jogurt naturalny;6.49;Przeterminowanie (nie udało się sprzedać)
2024-03-13;PLN-105;Toruń;Nabiał i jaja;Śmietana;45.87;Przeterminowanie (nie udało się sprzedać)
2024-03-13;PLN-135;Wałbrzych;Mięso i wędliny;Mielone wieprzowo-wołowe;55.64;Przeterminowanie (nie udało się sprzedać)
2024-03-13;PLN-052;Wrocław;Ryby i mrożonki;Krewetki świeże;48.89;Przeterminowanie (nie udało się sprzedać)
2024-03-13;PLN-005;Warszawa;Mięso i wędliny;Kurczak filet;5.05;Łańcuch chłodniczy — błąd
2024-03-13;PLN-015;Warszawa;Mięso i wędliny;Karkówka;38.57;Łańcuch chłodniczy — błąd
2024-03-13;PLN-035;Kraków;Warzywa i owoce;Mango;127.59;Reklamacja jakościowa od klienta
2024-03-14;PLN-125;Tarnów;Warzywa i owoce;Awokado;101.1;Przeterminowanie (nie udało się sprzedać)
2024-03-14;PLN-124;Leszno;Pieczywo;Bagietka;346.83;Przeterminowanie (nie udało się sprzedać)
2024-03-14;PLN-013;Warszawa;Ryby i mrożonki;Krewetki świeże;23.5;Łańcuch chłodniczy — błąd
2024-03-14;PLN-111;Kalisz;Warzywa i owoce;Truskawki;20.96;Przeterminowanie (nie udało się sprzedać)
2024-03-15;PLN-123;Leszno;Warzywa i owoce;Truskawki;91.98;Błąd zatowarowania (nadmiar)
2024-03-15;PLN-048;Wrocław;Mięso i wędliny;Karkówka;72.36;Reklamacja jakościowa od klienta
2024-03-15;PLN-055;Poznań;Mięso i wędliny;Kurczak filet;101.07;Przeterminowanie (nie udało się sprzedać)
2024-03-15;PLN-087;Gdańsk;Ryby i mrożonki;Krewetki świeże;41.51;Reklamacja jakościowa od klienta
2024-03-15;PLN-043;Wrocław;Pieczywo;Chleb wiejski;171.26;Błąd zatowarowania (nadmiar)
2024-03-15;PLN-122;Leszno;Mięso i wędliny;Karkówka;22.37;Przeterminowanie (nie udało się sprzedać)
2024-03-16;PLN-021;Warszawa;Mięso i wędliny;Wędliny krojone;29.93;Łańcuch chłodniczy — błąd
2024-03-16;PLN-074;Łódź;Ryby i mrożonki;Łosoś świeży;29.04;Błąd zatowarowania (nadmiar)
2024-03-16;PLN-007;Warszawa;Pieczywo;Chleb wiejski;27.17;Błąd zatowarowania (nadmiar)
2024-03-16;PLN-039;Kraków;Pieczywo;Bagietka;31.72;Łańcuch chłodniczy — błąd
2024-03-16;PLN-011;Warszawa;Ryby i mrożonki;Łosoś świeży;16.29;Przeterminowanie (nie udało się sprzedać)
2024-03-16;PLN-015;Warszawa;Mięso i wędliny;Schab;57.76;Przeterminowanie (nie udało się sprzedać)
2024-03-16;PLN-029;Kraków;Ryby i mrożonki;Pstrąg;35.49;Łańcuch chłodniczy — błąd
2024-03-17;PLN-061;Poznań;Ryby i mrożonki;Łosoś świeży;27.32;Przeterminowanie (nie udało się sprzedać)
2024-03-17;PLN-111;Kalisz;Ryby i mrożonki;Pstrąg;44.04;Przeterminowanie (nie udało się sprzedać)
2024-03-17;PLN-018;Warszawa;Mięso i wędliny;Schab;19.34;Przeterminowanie (nie udało się sprzedać)
2024-03-17;PLN-097;Szczecin;Pieczywo;Chleb wiejski;60.88;Przeterminowanie (nie udało się sprzedać)
2024-03-18;PLN-119;Gniezno;Nabiał i jaja;Jogurt naturalny;42.11;Przeterminowanie (nie udało się sprzedać)
2024-03-18;PLN-096;Bydgoszcz;Warzywa i owoce;Banany dojrzałe;148.43;Uszkodzenie mechaniczne
2024-03-18;PLN-098;Szczecin;Pieczywo;Chleb wiejski;49.73;Przeterminowanie (nie udało się sprzedać)
2024-03-18;PLN-123;Leszno;Ryby i mrożonki;Łosoś świeży;24.55;Uszkodzenie mechaniczne
2024-03-18;PLN-086;Gdańsk;Mięso i wędliny;Karkówka;25.37;Reklamacja jakościowa od klienta
2024-03-18;PLN-082;Łódź;Nabiał i jaja;Mleko świeże;209.25;Uszkodzenie mechaniczne
2024-03-18;PLN-130;Nowy Sącz;Mięso i wędliny;Wędliny krojone;17.43;Błąd zatowarowania (nadmiar)
2024-03-18;PLN-027;Kraków;Nabiał i jaja;Mleko świeże;5.05;Uszkodzenie mechaniczne
2024-03-18;PLN-125;Tarnów;Pieczywo;Bagietka;29.26;Przeterminowanie (nie udało się sprzedać)
2024-03-19;PLN-074;Łódź;Pieczywo;Chleb wiejski;289.11;Przeterminowanie (nie udało się sprzedać)
2024-03-19;PLN-004;Warszawa;Warzywa i owoce;Pomidory koktajl;24.45;Uszkodzenie mechaniczne
2024-03-19;PLN-082;Łódź;Nabiał i jaja;Ser pleśniowy;7.91;Przeterminowanie (nie udało się sprzedać)
2024-03-19;PLN-047;Wrocław;Pieczywo;Tort biszkoptowy;128.27;Przeterminowanie (nie udało się sprzedać)
2024-03-20;PLN-031;Kraków;Warzywa i owoce;Sałata lodowa;64.86;Przeterminowanie (nie udało się sprzedać)
2024-03-20;PLN-017;Warszawa;Nabiał i jaja;Twaróg;68.82;Przeterminowanie (nie udało się sprzedać)
2024-03-20;PLN-041;Wrocław;Nabiał i jaja;Mleko świeże;97.85;Łańcuch chłodniczy — błąd
2024-03-20;PLN-114;Kalisz;Mięso i wędliny;Boczek;61.33;Przeterminowanie (nie udało się sprzedać)
2024-03-20;PLN-113;Kalisz;Warzywa i owoce;Sałata lodowa;62.81;Przeterminowanie (nie udało się sprzedać)
2024-03-21;PLN-009;Warszawa;Warzywa i owoce;Maliny;125.76;Uszkodzenie mechaniczne
2024-03-21;PLN-100;Katowice;Warzywa i owoce;Truskawki;128.37;Przeterminowanie (nie udało się sprzedać)
2024-03-21;PLN-047;Wrocław;Warzywa i owoce;Mango;59.7;Przeterminowanie (nie udało się sprzedać)
2024-03-21;PLN-124;Leszno;Ryby i mrożonki;Krewetki świeże;19.11;Przeterminowanie (nie udało się sprzedać)
2024-03-22;PLN-101;Katowice;Nabiał i jaja;Śmietana;550.15;Przeterminowanie (nie udało się sprzedać)
2024-03-22;PLN-021;Warszawa;Nabiał i jaja;Ser pleśniowy;144.59;Przeterminowanie (nie udało się sprzedać)
2024-03-23;PLN-019;Warszawa;Warzywa i owoce;Sałata lodowa;142.67;Uszkodzenie mechaniczne
2024-03-23;PLN-019;Warszawa;Mięso i wędliny;Wędliny krojone;178.17;Uszkodzenie mechaniczne
2024-03-23;PLN-048;Wrocław;Pieczywo;Chleb wiejski;32.64;Błąd zatowarowania (nadmiar)
2024-03-23;PLN-078;Łódź;Ryby i mrożonki;Krewetki świeże;47.63;Przeterminowanie (nie udało się sprzedać)
2024-03-23;PLN-037;Kraków;Mięso i wędliny;Boczek;49.35;Uszkodzenie mechaniczne
